target,capacity,max_p,max_w,min_p,min_w,avg_eff,mean,std
miw_kp,22514,998,998,29,22,0.989620364090727,504.97482995540815,281.1228939144948
miw_kp,22964,998,998,29,22,0.9656786429016556,510.6027647315001,277.6097030382946
miw_kp,22514,998,998,29,22,0.976299758260871,501.7084518619005,282.89525314684425
miw_kp,22514,990,998,29,22,0.9781134269674613,500.27087505004425,276.24081918402464
miw_kp,22740,998,998,29,22,0.9894719855793204,507.8011005908026,284.5694774265728
miw_kp,22514,998,998,29,22,0.9697599839576121,500.80415012745397,283.69880238376015
miw_kp,22740,998,998,29,22,0.9874387828914243,506.6238762345107,285.93992025064006
miw_kp,22381,990,998,29,22,0.9794841516109943,498.611389648003,274.0842522732866
miw_kp,22330,990,998,29,22,0.980128912718827,497.9662995949685,274.22579355182165
miw_kp,22554,998,998,29,22,0.9875276498836137,505.4703734799618,280.7640456975519
miw_kp,22330,990,998,29,22,1.0397388266281875,501.06601511825534,271.85844870043877
miw_kp,22514,990,998,37,22,1.0145336709785797,505.77033189572313,272.249299425519
miw_kp,22514,998,998,37,22,0.9825721381010739,502.6555812177711,281.4659846191408
miw_kp,22330,990,998,29,22,0.9835901756402106,500.5622467860063,271.6246942318068
miw_kp,22514,998,998,29,22,0.9863377437225417,506.39619107250064,283.3974700080531
miw_kp,22466,990,998,29,22,0.9785452551887387,499.668479631651,275.2710860558596
miw_kp,22514,998,998,37,22,0.9861790892085273,505.2417651618153,279.6441245916059
miw_kp,22168,990,998,29,22,0.981837625188313,495.951186604544,271.44662425244456
miw_kp,22740,998,998,29,22,0.9965474394028233,511.53344209415474,289.4451313332003
miw_kp,22280,990,998,29,22,1.0405006505586556,500.4469329968392,271.38827525604245
miw_kp,22400,998,998,29,22,0.9967216253536653,502.3745014291107,285.0016564950605
miw_kp,22514,998,998,37,22,0.9833203779758078,503.03044939501285,281.30332025022915
miw_kp,22330,990,998,29,22,0.9801848872596165,497.68818339278477,273.83589004267276
miw_kp,22081,990,998,29,22,0.9862833640345456,494.86504202033893,272.17690777442067
miw_kp,22514,998,998,37,22,0.9726987246154515,500.799902189338,281.9088068051097
miw_kp,22514,998,998,37,22,0.9527533066472745,498.09330000533987,282.75147796109354
miw_kp,22190,990,998,29,22,0.9855634608178576,496.2223322284402,273.4868820907166
miw_kp,22381,998,998,37,22,0.9829350305931837,500.99893374759614,280.4911390571023
miw_kp,22015,990,998,29,22,1.0156568217789421,494.03416218438707,273.1885112725621
