target,capacity,max_p,max_w,min_p,min_w,avg_eff,mean,std
mpw_kp,17868,984,963,2,3,1.3400156958221379,472.62851377164145,275.7509231220945
mpw_kp,19962,947,976,8,10,1.2504809351568922,474.23726848311554,298.1247741514387
mpw_kp,17428,997,982,34,7,3.419208665156469,484.55617504183726,293.28445920879716
mpw_kp,18824,984,996,58,6,1.804881367775544,512.7718875642593,287.2450741516887
mpw_kp,20845,974,978,8,3,2.112776334899324,507.11333237658647,277.96440638484705
mpw_kp,19541,984,996,58,6,1.6896465175648445,521.7403609671035,287.46877484958907
mpw_kp,17428,997,982,34,7,3.3975965607031977,477.336786490126,291.78714125256306
mpw_kp,18824,984,996,58,6,1.7879639792844941,506.80004942691863,290.12827653917697
mpw_kp,18824,984,996,58,6,1.8806214662682559,511.02429162006274,287.7712598270081
mpw_kp,18447,966,997,49,1,2.191641473976704,472.86539616427405,276.7033549276694
mpw_kp,17868,984,963,2,3,1.3405956649891015,472.8477421167538,275.4201726857462
mpw_kp,20845,974,978,8,3,2.1112885249645545,506.05549951296547,276.9253358855415
mpw_kp,18824,984,996,58,6,1.8072152047661318,513.5957320219369,287.80955717781603
mpw_kp,20563,974,978,8,3,2.202760223626059,503.58768589153317,281.5640104966752
mpw_kp,17868,984,963,2,3,1.3365449356787638,470.4488764016026,276.93026706855477
mpw_kp,18731,984,996,58,6,1.806731736280828,511.60956587799706,286.2694653606426
mpw_kp,19081,984,996,58,6,1.8558198518608964,514.2468965356215,285.1104547126412
mpw_kp,17428,997,982,34,7,3.423174321956574,484.924981124247,293.80171670630966
mpw_kp,17868,984,963,2,3,1.342936232527792,474.53295074461096,277.4779695067983
mpw_kp,18291,984,963,2,3,1.1853182010627337,477.91370490922134,272.18179360098486
mpw_kp,20563,974,978,8,3,2.2636428598296985,505.65769552245695,282.43662714111986
mpw_kp,17813,984,963,2,3,1.3409926767958948,472.16371080681915,275.7396437897157
mpw_kp,20563,974,978,8,3,2.2072492084398854,507.19682968184964,279.8032439131453
mpw_kp,18291,984,963,2,3,1.1772098259925439,476.64879839827177,273.53786997800574
mpw_kp,20549,974,978,8,3,2.212070279392521,509.9939214130227,282.096178655217
mpw_kp,20549,974,978,8,3,2.232349058940553,504.34832804929545,281.92070780941174
mpw_kp,18053,984,963,2,3,1.33339570095825,475.16021182578464,275.393450337081
mpw_kp,17532,997,982,34,7,3.4162380799190952,485.8576056677687,294.0062721722149
mpw_kp,20549,974,978,8,3,2.2139101075102814,511.30887329778176,282.81872682303134
mpw_kp,17428,997,982,29.72742006431837,7,3.411030633227106,476.4122553248901,294.53399842669165
mpw_kp,18072,997,982,29.72742006431837,7,3.375429522310189,484.4523920047749,296.725355136936
mpw_kp,20517,974,955,8,3,2.232513452557335,503.9503307291308,281.2791195313348
mpw_kp,17428,997,982,34,7,3.4019867744379098,483.9927290334258,294.6289489641903
mpw_kp,17868,984,963,2,3,1.3354606018547017,469.8980597272949,280.8641821689805
