target,capacity,max_p,max_w,min_p,min_w,avg_eff,mean,std
miw_kp,22894,996,988,26,9,1.6969122369218734,514.688359230796,280.25624321597013
miw_kp,23121,991,983,55,6,1.4134662344648818,517.4804778517052,295.06882217439704
miw_kp,23121,991,983,55,6,1.4070552824192717,512.6209762011326,291.423540463506
miw_kp,22923,996,988,26,9,1.6968356249912377,515.0501503935385,280.22554361319305
miw_kp,22960,996,988,26,9,1.6655575854428684,515.5198050220928,279.0803385640597
miw_kp,23121,991,983,55,6,1.40308856099583,510.1330850356164,297.10801862006537
miw_kp,22989,996,988,26,9,1.6965487839780624,515.8805618499091,281.62173508378265
miw_kp,23238,991,983,55,6,1.4074163295671676,518.9395576766335,294.46366026362244
miw_kp,23255,991,983,55,6,1.4068728893912197,514.2967877158754,292.58472191956304
miw_kp,23790,991,983,55,6,1.3415590577915717,525.8427397490199,294.5710767888217
miw_kp,22892,996,988,26,9,1.6972149323116654,514.861077976672,280.1495962559241
miw_kp,23121,991,983,55,6,1.3950590790701707,512.013552699476,292.95079913948376
miw_kp,23055,991,983,55,6,1.413964350177801,516.6510430340904,295.2192770715994
miw_kp,22892,996,988,26,9,1.6759031085301999,510.83970971650416,277.5568801100703
miw_kp,22980,996,988,26,9,1.6979744807192596,515.7614782431433,281.74043571824166
miw_kp,22898,996,988,26,9,1.6972953511999977,514.7412303159654,279.95239246566814
miw_kp,22894,996,988,26,9,1.5705473245195727,510.0128574719108,284.1846672178902
miw_kp,23121,991,983,55,6,1.3937021307951805,511.5752584066541,292.80969315836194
miw_kp,23121,991,983,55,6,1.4182996263527385,518.7903270533143,295.98787605601336
miw_kp,23121,991,983,55,6,1.411302818937541,514.2732679067393,289.3819066352612
miw_kp,22892,996,988,26,9,1.3433789603098618,511.48358559992715,283.4282901730304
miw_kp,22887,996,988,26,9,1.6969528917191419,514.6017835588353,280.1329504864812
miw_kp,23121,991,983,55,6,1.4139434782756097,514.8320870710172,291.07301762406155
miw_kp,23121,991,983,55,6,1.4071422705849486,512.6926544496501,291.3425907718538
miw_kp,23121,991,983,55,6,1.4125826874438239,516.7524351063531,295.98899443095615
miw_kp,23143,991,983,55,6,1.406618421395513,512.8938514728429,291.498332679746
miw_kp,22997,991,983,55,6,1.4212620680168577,515.9311358266485,295.5890987974591
miw_kp,23121,991,983,55,6,1.4300550179032863,517.0139256785794,292.69948402091666
miw_kp,23121,991,983,40.2027398001336,6,1.38032199595152,511.2825052497065,298.49961005916447
miw_kp,22892,996,988,26,9,1.3492183785290948,512.8908853907624,284.5144869514697
miw_kp,22925,996,988,26,9,1.57048639627148,510.3995498497146,284.69736642439784
miw_kp,23121,991,983,55,6,1.4113586400326,515.6300099401617,292.8534982705558
miw_kp,22904,991,983,55,6,1.4077082943276722,509.9116412768584,291.5604799984627
miw_kp,23121,991,983,55,6,1.3975576252084772,507.3952718208768,295.2468185166886
miw_kp,23414,991,983,55,6,1.40619273847209,521.1402881544354,297.0304499276583
miw_kp,23952,991,983,55,6,1.339280234467395,527.8679098616656,296.65646079014675
miw_kp,24123,991,983,55,6,1.3273155848386908,530.007487629574,294.5754918832877
miw_kp,22894,996,988,26,9,1.5611425035057962,504.10662987525916,282.71297218699794
miw_kp,23630,991,983,55,6,1.3996651084663492,518.9786323797273,294.0964447016231
miw_kp,23083,996,988,26,9,1.6690033844586705,517.0523326988581,278.4311003426737
miw_kp,22892,996,988,26,9,1.3413445017345418,510.39515026213104,282.78763129137207
miw_kp,23121,991,983,55,6,1.396725830494899,509.2845632295603,291.99282404394063
miw_kp,22761,996,988,26,9,1.3440880470041114,509.8493737616,281.84619921641666
miw_kp,22927,991,983,55,6,1.3959542473725393,509.5855703454412,292.33018684812197
miw_kp,22892,996,988,26,9,1.3061486335299752,503.98950224889995,281.1627873039852
miw_kp,22892,996,988,26,9,1.3394484239012063,508.87763996098874,285.80406968190465
miw_kp,23521,996,988,26,15,1.2635582738913782,518.251673830523,279.6447211671453
miw_kp,22830,991,983,55,6,1.396987770003272,508.3775978683332,289.89395345517994
miw_kp,23307,991,983,55,41,0.677548833347302,514.945863651264,288.28304060613794
miw_kp,22892,996,988,26,9,1.3531175931421782,513.5481757603784,285.0532399008077
miw_kp,23350,991,983,55,6,1.4121172735068364,520.3454625327034,298.028366478359
miw_kp,22491,996,988,26,9,1.323106852485324,498.9763450867741,282.5880918099784
miw_kp,23130,991,983,55,6,1.4069616295395857,512.7263586282561,291.4541296410203
miw_kp,23872,991,983,55,41,0.6496464617446372,522.0047418356077,288.8082409781477
miw_kp,22995,996,994.2258776835968,26,9,1.3057554668976983,505.2717610257359,283.0965732928408
miw_kp,23029,991,983,55,6,1.4438989630885928,516.325524495322,296.5666992011231
miw_kp,23121,991,983,55,6,1.414868269785526,517.6010528892806,295.1384810731137
miw_kp,23790,980,983,55,6,1.328858600157032,519.0987967450794,291.54884176638706
miw_kp,22639,991,983,55,41,0.7236737766595661,506.59413273581055,287.5101277350351
miw_kp,22947,991,983,55,41,0.6971729595852829,510.4508347094954,288.741868931811
miw_kp,22892,996,988,26,9,1.3040348776378459,502.4591429829984,283.12489166933165
miw_kp,22761,996,988,26,9,1.3407203409014026,506.9127340400378,280.0715511270962
miw_kp,22209,996,988,26,9,1.333601450596647,495.44987630138235,282.3326091637586
miw_kp,22657,991,983,55,41,0.7235842592209972,506.8198632625317,287.46504212441204
miw_kp,22993,991,983,55,41,0.7431566256278954,511.0198133958454,291.1867126389602
miw_kp,22892,996,988,26,9,1.3450305226496106,512.2647745866285,282.26328423338043
miw_kp,22892,996,988,26,9,1.3471056341819065,513.555616272784,283.9255736563333
miw_kp,22662,991,983,55,6,1.4090246423225656,506.87664502082646,290.4949482326068
miw_kp,22869,991,983,55,41,0.7117092197873887,509.47562037903424,285.77142351095733
miw_kp,22022,996,988,26,9,1.4574574572518046,493.1136793611551,285.9534040161506
miw_kp,23307,991,983,55,41,0.6782463808101684,515.6252748800958,287.45624989071314
miw_kp,23200,996,988,26,9,1.3241262391212516,515.332035200078,281.9445806680191
miw_kp,22491,996,988,26,9,1.316465674620467,495.2838501939135,285.2510158643513
miw_kp,23042,991,983,55,6,1.4137438770248927,516.4936328103986,294.59797940325365
miw_kp,23447,991,983,55,41,0.6850957789941268,516.6916803177883,289.9168111068017
miw_kp,22892,996,988,26,9,1.3406316650453376,509.17860487299157,282.26768424093615
miw_kp,22438,996,988,26,9,1.3375812214855307,498.3123336603936,283.43545861245434
miw_kp,22094,996,988,26,9,1.3402370289120156,494.01178906100563,284.0201669262856
miw_kp,23154,996,999.4525921290376,26,9,1.3414872758918912,514.7581115212175,287.1312512960054
miw_kp,22947,991,983,55,41,0.6990361396553594,511.3731088441833,289.9600945354436
miw_kp,22993,991,983,55,41,0.7395699958668167,510.33476711147944,291.5744680916616
miw_kp,22892,996,988,26,9,1.3126037886794968,508.2692701130325,282.51213214649795
miw_kp,22892,996,988,26,9,1.343458853647456,511.5599636306675,283.43106502103933
miw_kp,22639,991,983,55,41,0.7013785373853644,502.42492299153486,288.27722725919045
miw_kp,22590,991,983,55,31.76105518260492,0.7648183980663564,505.98347420308994,289.2323036458763
miw_kp,23121,991,983,55,6,1.412249932478372,516.5585209459306,293.76964097925963
miw_kp,23307,991,983,52.30372222499619,41,0.6609150807669377,510.97890087351385,291.87028565502834
miw_kp,22814,996,988,26,9,1.3443776033164756,510.5096776031899,282.55998685936095
miw_kp,22991,991,983,55,41,0.6899711369005453,510.98858595577724,288.01978795924873
miw_kp,22578,996,988,26,9,1.314498844424123,500.06223999325056,281.6566644090752
miw_kp,22203,996,988,26,9,1.3706542859212787,495.37947013308326,281.53571398883963
miw_kp,22892,996,988,26,9,1.3409792042828206,509.1126266452107,284.7539826201583
miw_kp,23307,991,983,55,41,0.6749456131629492,514.23778776112,289.09733255381855
miw_kp,22947,991,983,55,41,0.7092173966931361,512.7031444486639,290.77095104931976
miw_kp,23307,991,983,55,41,0.677422786663142,514.8288923283634,288.3778637591829
miw_kp,22643,991,983,55,41,0.7075096190304118,506.6407172134389,287.1281800801842
