target,capacity,max_p,max_w,min_p,min_w,avg_eff,mean,std
default_kp,22310,995,999,7,38,0.704043623867927,501.22019818282223,285.4702400276879
default_kp,22310,989,999,7,38,0.7046547793529412,500.86792118268846,284.2368982503349
default_kp,22263,995,999,7,38,0.7046285889799252,500.63363079592693,285.3412867656203
default_kp,22310,995,999,7,38,0.6935871526363749,493.9529506768935,287.75096959451645
default_kp,22310,995,999,7,38,0.7110182019969002,504.42152954402087,283.1986815517354
default_kp,22481,989,999,7,38,0.6837524941474278,503.00743906654367,282.8790402418457
default_kp,22245,995,999,7,38,0.7169644544649438,503.61640949702587,283.835568215869
default_kp,22310,995,999,7,38,0.7324934473266231,504.77642611515927,284.4570610618664
default_kp,23041,995,999,7,38,0.7037851197302203,510.36036504634643,286.8678449903239
default_kp,22310,989,999,7,38,0.6911627591672506,495.52893188976645,285.4553907367948
default_kp,22501,995,999,7,38,0.7009450839879113,503.61103190474773,286.3660231029602
default_kp,22243,995,999,7,38,0.7050373742400542,500.38830352206,285.42791872686723
default_kp,22310,995,999,7,38,0.6968473349552149,497.2838281475687,285.8845838608287
default_kp,22434,995,999,7,5.4766143847644235,1.8748904871719703,502.7751311901941,290.07131897064005
default_kp,22702,995,999,7,38,0.7240878398702558,506.12718759069435,288.6611016075958
default_kp,22722,995,999,7,38,0.7056113510035125,506.37495526513806,283.5229274091751
default_kp,22268,995,999,7,38,0.7045614988501785,500.69458692977014,285.31680076670654
default_kp,22263,995,999,7,38,0.7013576924293301,497.46740293495094,288.32569215471284
default_kp,22263,995,999,7,38,0.6996195547015823,496.3709426250573,281.7427686342591
default_kp,22702,995,999,7,38,0.8153388275315245,509.59472512182253,288.7153439408338
default_kp,22310,989,999,7,38,0.6943005035820365,497.0664266530116,285.69000525111284
default_kp,22501,995,999,7,38,0.698405935482876,502.44556274093657,288.07151309856766
default_kp,23285,995,999,7,38,0.7016384754405786,513.4052204513563,288.716214805009
default_kp,22310,989,999,7,38,0.6843688873984675,493.1986338730739,287.5123397194473
default_kp,22460,995,999,7,38,0.7030622395561476,503.09398226292177,287.8400106797616
default_kp,22455,995,999,7,38,0.7014116217281867,503.0355834119506,286.0002554447118
default_kp,22612,995,999,7,38,0.7268101830076189,505.000798220531,289.0389049651845
default_kp,23285,995,999,7,38,0.6977415965859198,509.56289790066296,290.71353886327046
default_kp,22574,995,999,7,38,0.693927686846862,500.5831939807824,288.881452783041
default_kp,22263,995,999,7,38,0.6942069317598043,493.09089312233976,278.5432312603578
default_kp,23334,995,999,7,38,0.7012158314088572,514.0264209293373,289.2092497632864
default_kp,22263,995,999,7,38,0.7180799380755646,503.7543437861153,288.54788570309665
default_kp,22310,989,999,7,38,0.6893504763879258,494.32376384151553,284.7883289527738
default_kp,22263,995,999,7,38,0.6903250413230428,490.13677449996425,274.8096393730883
default_kp,22310,989,999,7,38,0.6866029146490468,492.4966352851609,284.7388171376831
default_kp,22119,995,999,7,38,0.6944270265994616,491.29737053515294,276.18867076422583
default_kp,22695,995,999,7,38,0.6971138047754555,501.77238468962156,284.6798844003851
default_kp,22263,995,999,7,38,0.7711590582113197,496.01507392749744,279.5979340034614
default_kp,22342,989,999,7,38,0.69065304050528,495.93564127060114,285.9900396451826
default_kp,21932,989,999,7,38,0.7051170318539477,490.8033496745085,283.4359648769689
default_kp,22764,995,999,7,7.529853413570747,0.8447415882509026,506.890518985492,292.6802552745585
default_kp,23285,995,999,7,38,0.7027148928669302,513.7496740277888,288.7992932635603
default_kp,21624,995,999,7,38,0.7844937573300332,485.10952756318846,278.47777784631904
default_kp,22310,989,999,7,38,0.6916200633511407,495.8545324686963,285.3362701772366
default_kp,21821,989,999,7,38,0.712028030141435,489.4229613119278,288.4085397995767
default_kp,22487,995,999,7,38,0.7683047434164156,498.8127521471238,279.63265291153704
default_kp,22263,995,999,7,38,0.6944914780785645,493.2232071605633,278.5002188475623
default_kp,22263,995,999,7,38,0.6666440331185121,489.2812054846972,280.3885398240063
default_kp,21968,995,999,7,38,0.7137021137815962,489.40725460798893,278.90576088360234
default_kp,22263,995,999,7,38,0.7017202551388827,497.83092942898105,283.5346925201148
default_kp,22263,995,999,7,38,0.6972446675900353,495.8552327278501,276.2986845058451
default_kp,22263,995,999,7,38,0.7744585353784064,499.26835841424486,282.12334746731545
default_kp,22263,995,999,7,38,0.6937488328222008,495.06813921066447,287.84627529437057
default_kp,22119,995,999,7,38,0.6906984927299612,489.03787901023577,276.1816935454752
