target,capacity,max_p,max_w,min_p,min_w,avg_eff,mean,std
default_kp,23256,985,997,11,9,1.9062440329912136,508.59497857273396,305.91799787363414
default_kp,23256,985,997,11,9,1.6262441905285088,504.1644953546871,307.3786307050098
default_kp,23256,985,997,11,9,1.62336075242077,502.3804436184549,304.58068102326723
default_kp,22665,985,997,11,9,1.9125298898135612,501.20038121927666,305.7639252483005
default_kp,22665,985,997,30,9,1.9188063515917013,502.27365618333863,304.2258673845395
default_kp,23256,985,997,11,9,1.6375410800467802,509.22954186181755,305.2466898669626
default_kp,23080,985,997,11,9,1.9066440195592855,506.39690029629986,304.0180815520159
default_kp,22582,985,997,11,9,1.9363963846331655,500.1630080528101,305.1446410488785
default_kp,23256,985,997,11,9,1.9034506995183318,506.2793051237147,307.61057490891466
default_kp,23256,985,997,11,9,1.6294201252179976,508.3292761209397,301.9774882196741
default_kp,23256,985,997,11,9,1.5991515824934373,499.2332515279016,302.53998955904945
default_kp,22659,985,997,11,9,1.636078401982898,500.86762703542684,301.89546462287626
default_kp,22779,985,997,11,9,1.6381452075510732,503.26064039680006,301.7991507698646
default_kp,23256,985,997,11,9,1.465201900953688,504.6255993843962,303.28669829847075
default_kp,23507,985,997,11,9,1.9053173795437623,511.7336100155163,306.6022458792489
default_kp,22807,985,997,11,9,1.6536510363073074,503.60787380305584,306.7440256963748
default_kp,23256,985,997,11,9,1.599013908416275,499.1360536294249,302.60842725705453
default_kp,22899,985,997,11,9,1.906568076580694,504.13356663880586,302.24174578368525
default_kp,23396,985,997,11,9,1.8571718053326542,510.343259332416,301.6587484357432
default_kp,23812,985,997,11,9,1.5641477661924474,506.17395682151226,301.95054648531266
default_kp,22937,985,997,11,9,1.6144100931295606,504.34055756874443,300.6047735209715
default_kp,22807,985,997,11,9,1.6787517537566614,510.38506751438143,309.4466560091864
default_kp,23256,985,997,11,9,1.6043176784018962,504.37087460523304,306.0655620863532
default_kp,22028,985,997,11,9,1.732822463420795,492.97050950499465,303.53311811701406
default_kp,22779,985,997,11,9,1.6334771524979486,502.65379323989396,301.151592106749
default_kp,22575,985,987,11,9,1.6278838289632804,490.71446932394974,300.3899259608782
default_kp,22807,985,997,11,9,1.6491318821737544,499.3463114551155,303.93248960276566
default_kp,23042,985,997,11,9,1.6016652622360081,496.5587585267484,301.881750371861
default_kp,22220,985,997,11,9,1.7022780996290479,496.28067292250955,304.09784047131615
default_kp,23329,985,997,11,9,1.588791740443084,500.138003676066,301.82906100919837
default_kp,22617,985,997,11,9,1.6846472050643941,508.0097906841082,308.92395711617934
default_kp,22658,985,997,11,9,1.659943332848714,501.75680291047786,308.5085057429157
default_kp,22804,985,997,11,9,1.6793507064056064,510.3513667292424,309.4910925139927
default_kp,22807,985,997,11,9,1.6563870130987126,506.03742119382366,307.35846979552093
default_kp,23292,985,997,11,9,1.4651666705164161,505.06996963920096,303.534755822305
default_kp,22575,946,987,11,9,1.6268679295983752,490.17909035864477,299.5550431887892
default_kp,23243,985,997,11,9,1.5998531402894887,499.06960773834146,302.5558556887892
default_kp,22812,985,997,11,9,1.6786933299486355,510.44878254232776,309.52998664012426
default_kp,22724,985,997,11,9,1.6355065565221292,501.6693571927,301.8498317541218
default_kp,23617,985,997,11,9,1.502855851065315,503.73692445259337,298.2547350951239
default_kp,22575,946,987,11,9,1.6287472920184383,491.9513291207643,297.3433564916195
default_kp,23261,985,997,11,9,1.5991366062034493,499.2980182735771,302.64379307981744
default_kp,22807,985,997,11,9,1.6529939318724343,503.5237644353921,306.6896664661141
default_kp,22807,985,997,11,9,1.667871568218767,512.8796606093274,306.4823213470242
default_kp,22807,985,997,11,9,1.6768106666299138,510.13272618790427,309.17570356555024
default_kp,22974,985,997,11,9,1.4772087899728412,501.0994776198164,305.4204043133435
default_kp,22215,946,987,11,9,1.6357150321353322,485.6842271759443,296.0788130510491
default_kp,22807,985,997,11,9,1.5942292913790408,495.8830469623812,307.5233855602608
default_kp,23344,985,997,11,9,1.4651220811219838,505.7274310680633,304.01936485290076
default_kp,22575,940,987,11,9,1.623276628124345,488.46244825405813,297.42225928797507
default_kp,22575,946,987,11,9,1.6248239427312463,488.1739392419913,301.99126637938275
default_kp,22575,946,987,11,9,1.6293368196305063,492.39288530220324,297.1664483125022
default_kp,23016,985,997,11,9,1.6351655652599146,505.32091388755885,305.07338276152586
default_kp,22807,985,997,11,9,1.6540452633489147,503.80380464273463,306.48975822198406
default_kp,22215,946,987,11,9,1.6454577139093234,491.9682569201688,298.8541373885232
default_kp,23256,985,997,11,9,1.458277690748535,503.73930047813656,302.8260764731656
default_kp,22575,946,987,11,9,1.6251977021768045,488.9280900198883,300.3937170799676
default_kp,22215,946,987,11,9,1.639275245498886,488.7317698151463,294.55325800167986
default_kp,22030,946,987,11,9,1.673493554393734,483.37314256452487,301.32366703264165
default_kp,22215,946,987,11,9,1.6395848391168963,488.45500897474426,293.30957005290736
default_kp,22575,946,987,11,9,1.6290738597195653,491.9852921616815,297.30860022880233
default_kp,23207,985,997,11,9,1.5998276160664022,498.6196641845692,301.7004116922002
default_kp,22659,985,997,11,9,1.6339958436780022,498.9037745539102,299.8202278342812
default_kp,22575,946,987,11,9,1.6168024965721344,488.3917800777658,298.90924089534417
default_kp,22215,946,987,11,9,1.6402729918015881,488.6560168783432,293.0260252876967
default_kp,22575,946,987,11,9,1.615669380266232,481.9257595008552,298.4155020543663
default_kp,22575,946,987,11,9,1.6230120549725517,487.10210240723785,301.6686234045532
default_kp,22247,946,987,11,9,1.6345617381761302,486.0874631493722,296.00563609727317
default_kp,22491,946,987,11,9,1.6288530795275264,490.9029963476716,296.96178924984264
default_kp,22575,946,987,11,9,1.6317873617656236,492.20589641155107,300.5220284644292
default_kp,22575,946,987,11,9,1.627848477756091,490.96156778850207,299.51469227899497
default_kp,23492,985,997,11,9,1.5971897041702092,502.17855846436345,302.03878694098995
default_kp,22575,946,987,11,9,1.6166004857499527,484.768147450526,296.40556933304
default_kp,23127,985,997,11,9,1.651481771664781,507.61570412496343,309.213691789641
default_kp,22575,946,987,11,9,1.6333239121442213,496.51240923611965,300.55384152709905
default_kp,22718,946,987,11,9,1.627462822715852,493.7353064816707,297.8909601121854
default_kp,22022,985,987,11,9,1.6555530586423512,492.90014325355133,299.1982908924707
default_kp,22659,985,997,11,9,1.6357104450189315,500.50445351199187,301.98909556433813
default_kp,22575,946,987,11,9,1.6196344265881968,491.0035911160192,298.46594040084466
default_kp,22659,985,997,11,9,1.6291100501182414,495.87828710033267,302.4554049138826
default_kp,22659,985,997,11,9,1.6277987680937174,495.105001848557,301.7831591141808
default_kp,22575,985,987,11,9,1.6315368085094784,491.18205070586305,300.7608339414946
default_kp,23059,985,997,11,9,1.5949654171381236,505.864148904437,298.3905799194001
default_kp,22575,946,987,11,9,1.6273508674301058,490.2838878681303,299.6526366776535
default_kp,22009,946,987,11,9,1.6554717210603414,483.10976413487225,297.0694527257139
default_kp,22488,985,987,11,9,1.7253168766855465,489.63560013236304,301.8195456640539
default_kp,22575,946,987,11,9,1.64081908276244,496.038574687552,297.41264054263024
default_kp,21463,946,981,11,9,1.725659583990672,476.28132566423125,294.9373814702214
default_kp,22575,946,987,11,9,1.6298379117666117,492.81643452403887,300.44619507134166
default_kp,23024,985,997,11,9,1.6349501414535588,505.4310575207482,304.07970805781474
default_kp,22807,985,997,11,9,1.6569648307668061,504.5953845519865,307.0087784379506
default_kp,22659,985,997,11,9,1.6417403805712178,506.42202803056864,301.8600496665208
default_kp,22163,946,981,11,9,1.633608435222258,486.8084082031544,293.15455521143946
default_kp,22575,946,987,11,9,1.627364382443865,490.63086244804055,299.92609370291643
default_kp,22215,946,987,11,9,1.6409711512747267,490.3516609717268,299.3141300222791
default_kp,23124,985,997,11,9,1.7006312582634542,497.5836253436039,304.57724992239366
default_kp,22477,985,997,11,9,1.677770425625825,499.4863778162133,309.58769052220686
default_kp,22659,985,997,11,9,1.6261688313976612,499.83703169456226,303.14192109899705
default_kp,22215,946,987,11,9,1.6316331256641758,483.0513975020485,298.82280181619456
default_kp,22495,985,997,11,9,1.7401722606157617,499.7177073386615,309.4985318239064
default_kp,22575,946,987,11,9,1.6275980857341643,490.9308339403289,297.6228194292397
default_kp,22384,985,997,11,9,1.7271533319867869,497.42661521286203,305.8818642291636
default_kp,22028,985,997,11,9,1.7304134301539973,491.8189916034652,302.0269590809112
default_kp,22659,985,997,11,9,1.6184663084982542,493.7699533611153,304.7782365446704
default_kp,22277,985,997,11,9,1.6382473598031744,496.0886869553891,298.014785604112
default_kp,22575,946,987,11,9,1.6165399692929718,489.3023400893381,296.0852257464546
default_kp,21453,946,987,11,1.0780245462355307,5.138166432867797,476.15500742140665,296.1875969619622
default_kp,23600,985,997,11,9,1.463362555821717,508.92523078088635,305.43687087207064
default_kp,22633,946,987,11,9,1.6345136388976824,490.9116077775923,299.4681550937673
default_kp,22575,946,987,11,9,1.6363377731751667,498.5220225497979,300.35597369898767
default_kp,22575,946,987,11,9,1.6347182867322925,496.9012837385494,299.8642441992312
default_kp,23013,946,987,11,9,1.539045110377909,495.6625224947839,295.9686399949709
default_kp,22689,985,997,11,9,1.6351978094528838,501.23791722243993,301.83469730083283
default_kp,22215,946,987,11,9,1.599907908654033,483.61401602531555,298.0384880923741
default_kp,22666,985,987,11,9,1.6244496597789908,491.84911886789143,300.63327409845505
default_kp,22740,985,997,11,9,1.4942459977412583,498.17620539884706,304.87466503628275
default_kp,22550,946,987,11,9,1.6290265361580425,491.6427553867834,297.4089629588113
default_kp,22575,946,987,11,9,1.6369281426386164,495.4936374393014,299.3308978459468
default_kp,22215,946,987,11,9,1.6251700652092742,481.1182564969612,299.56969896405457
default_kp,22575,946,987,36,9,1.636201717009219,493.22603579418785,295.54659657198187
default_kp,22251,946,987,11,9,1.629669886859641,486.1340544405127,295.7041979209267
default_kp,22215,946,987,11,9,1.645755405747119,490.5337276304373,295.2154582054391
default_kp,22396,985,997,11,9,1.639761173633939,497.5716664898513,300.966235270671
default_kp,23478,985,997,11,9,1.420424171018041,507.3986764205656,301.1086112016127
default_kp,22277,985,997,11,9,1.629054623631166,491.09703121398854,300.3867443804668
default_kp,22279,946,981,11,9,1.6314190281243415,488.25795437352457,293.43948578143613
