target,capacity,max_p,max_w,min_p,min_w,avg_eff,mean,std
default_kp,22694,989,994,9,11,0.7390423322258692,499.6506470153222,313.50005539295256
default_kp,22952,989,994,9,11,0.7488260184674109,508.17532707847306,314.6314999631332
default_kp,23245,989,994,9,11,0.7447764608178059,511.83942287423616,313.8525746683986
default_kp,22694,989,994,9,11,0.7384896544247642,499.228953853079,314.0437153130796
default_kp,23495,989,999.0444505807635,9,11,0.7436989459765977,514.9598673800438,317.1128766929904
default_kp,22072,989,994,9,11,1.0474844235880107,491.8825333647849,315.5049850808369
default_kp,22952,989,994,9,11,0.7784988799583843,514.3769551300865,315.33645935252366
default_kp,22694,989,994,9,11,0.6971560011690063,493.70278800524756,315.9205048568597
default_kp,22630,989,994,9,11,0.7404126983460322,498.8473494624617,313.12165940206677
default_kp,23245,989,994,9,11,0.7447135747296051,511.7824480783261,313.7780752593664
default_kp,22876,989,994,9,11,0.7510565070594829,507.22284015629936,314.2326213918057
default_kp,22694,989,994,9,11,0.6859244299644791,486.0765511573737,317.20217535664216
default_kp,22492,989,994,9,11,0.7434998880084882,497.12833396941244,312.0875081166978
default_kp,23245,989,994,9,11,0.7457439910689595,512.07743531602,313.7417910884818
default_kp,22924,989,999.0444505807635,9,11,0.8433534685866426,507.8205026519818,318.8273479575489
default_kp,22819,989,994,9,11,0.7592691869251533,506.51642307741525,311.30375784216227
default_kp,22343,989,994,9,1.8951252444768767,1.3594024523432915,500.56427833091783,317.5671472215105
default_kp,23367,989,999.0444505807635,9,11,0.7763926822934224,513.3670805431672,318.6151605335984
default_kp,22630,989,994,9,11,0.7401813784164842,498.6770979943145,313.35280580180006
default_kp,22043,989,994,9,11,1.0479082041437673,491.5149899115521,315.4095342611546
default_kp,22414,989,994,9,11,0.7651519763068655,501.4566989129342,311.9365521560468
default_kp,22043,989,994,9,11,1.4345768365963416,495.7683448685304,312.21116671580273
default_kp,22141,989,994,9,11,0.7573321702545117,492.74010035179714,311.5716919067154
default_kp,22819,989,994,9,11,0.760976385332472,507.6568316135042,312.0974462567582
default_kp,22492,989,994,9,11,0.735231778264972,490.91898355203176,313.38782377371876
default_kp,22270,989,999.0444505807635,9,11,0.8560351920202055,499.6566790438563,317.18253689889355
default_kp,22819,989,994,9,11,0.763261616343692,509.2592220879513,314.287314485277
default_kp,22492,989,994,9,11,0.7424563554544524,496.3321186306831,313.1585782016017
default_kp,22492,989,994,9,11,0.7451407613094118,497.3613379781436,312.22216940621433
default_kp,22924,989,999.0444505807635,9,11,0.8440323719336802,508.2943771882139,319.095715544723
default_kp,22924,989,999.0444505807635,9,11,0.836237518209066,506.81003769836593,318.48436544290297
default_kp,22141,989,994,9,11,0.7573749507248472,492.7790305798025,311.5291051215106
default_kp,22924,989,999.0444505807635,9,11,0.8414213504514062,507.25439203835754,318.06798260434385
default_kp,22819,989,994,9,11,0.6517316257326309,503.61290892521714,311.5577238125132
default_kp,22270,989,999.0444505807635,9,11,0.8578164919365598,500.8661816870609,318.6215037590085
default_kp,22924,989,999.0444505807635,9,11,0.8374370776684631,503.69086179109246,319.43861301744954
default_kp,22141,963,994,9,11,0.752645897504798,488.40529805831204,307.6277014131376
default_kp,21935,989,994,9,11,0.7635790457031026,490.16929138037415,311.17534698447423
default_kp,22664,989,999.0444505807635,9,11,0.8453883623671871,504.57377057153826,318.32321690897334
default_kp,21966,963,994,9,11,0.7545109499182039,486.21339680793346,305.2810121979271
default_kp,22575,963,994,9,11,0.7251153741293395,493.823463094968,304.15234390557555
default_kp,22246,989,994,9,11,1.431824104778117,498.31086292238,314.62929331935396
default_kp,21758,963,994,9,11,0.7531083998529519,483.61363597801704,304.01765342810415
default_kp,22141,989,994,9,11,0.7511484517495552,487.7745743923171,310.0304932128476
default_kp,22579,989,999.0444505807635,9,11,0.8453148767370751,503.5098284460853,315.36351808441214
default_kp,22141,963,994,9,11,0.750873499598168,487.96928817328103,307.8487081525649
default_kp,21690,989,994,9,11,0.7707601516500833,487.1041011277612,312.8052164778356
default_kp,22141,963,994,9,11,0.7474198786248073,485.7348024106367,310.54451168729406
default_kp,22881,989,999.0444505807635,9,11,0.8473725692983406,507.2834391139793,319.3127958346441
default_kp,22819,989,994,9,11,0.7640674396878491,508.7668036231196,310.52116790677496
default_kp,22409,989,994,9,11,1.3987752576225008,500.34843704461485,310.341709338089
default_kp,22345,963,994,9,11,0.7303255401345453,490.95185036962704,302.2483711903429
default_kp,22630,989,994,9,11,0.7314168562368395,490.7364408995563,312.50881975630506
default_kp,22819,989,994,9,11,0.7595605027199264,506.80482571424056,311.1719533962202
default_kp,22190,989,994,9,11,0.7454629842029624,488.3874347886894,309.70526580080883
default_kp,21758,963,994,9,11,0.7498361737908666,481.7255615401939,303.75094413675345
default_kp,22141,989,994,9,11,0.7581474359565747,492.05795272701306,311.16481997000363
default_kp,21733,963,994,9,11,0.7664508306825673,483.29914320988695,304.386917091339
default_kp,22220,989,994,9,11,0.7498578099369311,488.7661895792517,310.7630641296151
default_kp,22672,989,994,9,11,1.4306931915908678,503.6332886543509,311.7459528793344
default_kp,22141,963,994,9,11,0.7273362574297977,480.96426387626195,308.68380604099553
default_kp,21738,963,994,9,11,0.7535923948020705,483.36494117654615,303.95132381803063
default_kp,22575,963,994,9,11,0.727330542666343,495.3696507337964,305.4090197085339
default_kp,22819,989,994,9,11,0.6006143622535915,502.2327428112831,312.61592184770535
default_kp,22885,963,994,9,11,0.7233331188950177,497.700174231528,306.3630452615121
default_kp,21542,963,990,9,11,0.7535042512912773,480.92273923806584,300.6605913501954
default_kp,22018,963,994,9,24,0.7135367026055144,486.8683894750814,300.6642653182282
default_kp,22924,989,999.0444505807635,9,11,0.8561578116474812,513.9153699489409,318.4998176209891
default_kp,21434,963,994,9,11,0.8575970718335033,479.56585702279784,308.06137582762466
default_kp,22824,989,994,9,11,0.7590169677757967,506.5710110974027,311.2308350505397
default_kp,22705,989,999.0444505807635,9,11,0.8486791902709888,505.0935674016918,320.25084561393334
default_kp,22141,963,994,9,11,0.7630403849814741,489.8813152800001,308.8280304811348
default_kp,22141,989,994,9,11,0.7824807662422028,494.32302812128046,311.5764395874333
default_kp,22141,989,994,9,11,0.7526834578162683,488.84600862688285,310.82523491319944
default_kp,21942,989,994,9,11,0.7563977272749771,485.2885844684542,308.84011043862574
default_kp,22676,989,994,9,11,0.712459019157394,494.46468103988036,309.7149727298021
default_kp,23293,989,999.0444505807635,9,11,0.8397265076051977,512.4380221103642,316.04532307012965
default_kp,21529,963,994,9,11,0.7613767488686782,480.75049572737413,306.563791626326
default_kp,21758,963,994,9,11,0.7525914686138919,483.2280052736784,304.56728564611933
