target,capacity,max_p,max_w,min_p,min_w,avg_eff,mean,std
miw_kp,21470,951,998,1,19,0.9854378878087913,480.5464370257873,288.51169715513055
miw_kp,21635,951,998,1,19,0.9148841503197487,482.6176417223679,286.28465653872325
miw_kp,23073,991,999,9,62,0.6846503803057585,503.09326444427364,303.9987266980385
miw_kp,21856,951,998,1,19,1.0085016280471444,491.4509045977404,287.69640542703615
miw_kp,21321,951,998,1,19,0.9862063645058196,478.6826576753259,288.73643957772913
miw_kp,21470,951,998,1,19,0.9851399044448503,480.3265253031989,288.21765660490206
miw_kp,23181,991,999,9,62,0.6854959340222632,504.45364304929217,305.1165340201328
miw_kp,21767,951,998,1,19,0.9822559886926381,484.26384805986805,287.1486870776377
miw_kp,23356,991,999,9,62,0.6867363463019529,507.6477174742242,308.47179203136784
miw_kp,23356,991,999,9,62,0.6858711654569385,506.99710147877323,308.4989002996673
miw_kp,21767,951,998,1,19,0.9906778424973752,487.86840148829555,285.16047098795224
miw_kp,23300,991,999,9,62,0.6890639569023554,506.94543461170207,308.9322670709065
miw_kp,23687,991,999,9,62,0.6772831099081945,510.7710880212627,304.55282059121345
miw_kp,21920,951,998,1,19,0.9800714975998039,486.18037678562075,288.80982705567584
miw_kp,21433,951,998,1,19,0.9161128527566119,480.08698935874736,283.4765420457002
miw_kp,23073,991,999,9,62,0.6067729529217347,496.9409476809357,300.77662350999634
miw_kp,22769,991,999,9,62,0.7296206775243383,499.3027598139664,308.1473160425171
miw_kp,21632,951,998,1,19,0.983025562023753,482.57154279549906,290.3901581713199
miw_kp,23073,991,999,9,62,0.6760297788397824,499.7570916769409,301.32276046309426
miw_kp,21686,951,998,1,19,0.9136344123802778,483.2571044570944,286.16856253635143
miw_kp,23073,991,999,9,62,0.6941953996363551,511.57878662917415,305.22276282127956
miw_kp,21635,951,998,1,19,0.9238274905724011,485.6941507692804,287.0752421946916
miw_kp,23474,991,999,9,62,0.6644102124821025,508.1087165716165,302.92209632306674
miw_kp,22761,991,999,9,62,0.7017947922736574,499.1947821329432,305.3365058504573
miw_kp,22926,991,999,9,62,0.6858800796811731,501.26615571642395,304.81587640268185
miw_kp,21804,951,998,1,19,0.9159677483512767,487.801881385588,286.8007998392364
miw_kp,21635,951,998,1,19,0.9048643240169376,473.83025405480265,286.21077531638036
miw_kp,23073,991,999,9,62,0.6921247517536665,507.4209255126123,304.3988585141486
miw_kp,23554,991,999,9,62,0.6726335406744494,509.11547626303343,306.84285382966976
miw_kp,23445,991,999,9,62,0.6853017606646492,508.7599761020075,309.0712318531466
miw_kp,21856,951,998,1,19,1.0038060843142425,487.93863788552983,289.74386553958595
miw_kp,23181,991,999,9,62,0.7016132438309394,508.7086128387827,308.0748946267679
miw_kp,23320,991,999,9,62,0.6750617875612265,506.1894678475126,308.64890162171315
miw_kp,23535,991,999,9,62,0.6729463670257967,508.87263144485564,306.5799490291697
miw_kp,21635,951,998,1,19,0.9123099539084615,480.20819388140313,284.0191680976297
miw_kp,23922,991,999,9,62,0.6502783470975274,513.7072261701445,304.7282085600186
miw_kp,23554,991,999,14,62,0.7017554423623402,517.8520467694007,304.9104581086078
miw_kp,22864,991,999,9,62,0.6852638655949389,500.4864859314535,303.2700858926175
miw_kp,23181,991,999,9,62,0.6865091914219014,505.2946466909918,305.0894546776443
miw_kp,23562,991,999,14,62,0.7016595542485866,517.9437449470116,304.94163914472756
miw_kp,23518,991,999,14,62,0.7040528544122806,517.3949056472959,305.1629502793391
miw_kp,23356,991,999,9,62,0.7020755411278011,510.0406318670565,308.50128042261923
miw_kp,23181,991,999,9,62,0.694516080990961,511.86820385756175,303.375695174217
miw_kp,23356,991,999,9,62,0.68534053899832,506.3384502234166,310.06971668766806
miw_kp,22806,991,999,9,62,0.7248063925863063,500.7719483310707,309.2064419254403
miw_kp,22331,951,998,1,19,0.8193174581370408,497.3914348427941,284.26072146099364
miw_kp,23574,991,999,14,62,0.6729440912643081,518.0955651847862,304.5694028864516
miw_kp,23356,991,999,9,62,0.7042267827032117,515.7632799644083,307.41955090413677
miw_kp,23073,991,999,9,62,0.6997694384472313,505.45183751434337,304.0503636609551
miw_kp,23298,991,999,14,62,0.7050157327032358,514.6530029408016,304.4467942760276
miw_kp,21828,951,998,1,19,0.8540441117097517,491.11275832130747,285.5869983814702
miw_kp,23554,991,999,14,62,0.6967582621812928,513.7043872191314,308.5635441542397
miw_kp,23073,991,999,9,62,0.6772300437277132,497.95839153226626,301.16929741705053
miw_kp,24033,991,999,14,62,0.6781040295368709,523.8408802955014,303.327093569282
miw_kp,21920,951,998,1,19,0.9680906148053465,484.6468237879302,290.4041924326964
miw_kp,23181,991,999,9,62,0.6756685474939309,497.6530915716862,303.2627716628691
miw_kp,23165,991,999,9,62,0.6900109850468392,505.2528716640515,307.4935247416003
miw_kp,22689,991,999,9,62,0.707509457137397,498.2970921973626,305.9410347442681
miw_kp,23073,991,999,9,62,0.6739014017686031,498.93340975039456,301.2220029367719
miw_kp,23356,991,999,9,62,0.6772758647945339,498.433208485998,308.0463053221488
miw_kp,23073,991,999,9,62,0.6910783197486812,508.37703066635606,300.9321002225589
miw_kp,23356,991,999,9,62,0.6920520459626522,509.05106218464886,308.78470946358766
miw_kp,22499,951,998,1,19,0.8148590466320976,499.4964870221472,283.89620821738157
miw_kp,21856,951,998,1,19,0.9977394191681516,486.80163036201566,285.6137162210942
miw_kp,23299,991,999,9,62,0.686907734854408,506.93330648650516,307.55564960421185
miw_kp,23037,991,999,9,62,0.6877847924977837,502.64556398032914,302.85605705463547
miw_kp,22874,991,999,9,62,0.6875304845928667,500.6095923555458,305.0918287564634
miw_kp,22875,951,998,1,19,0.7815906355608943,504.19086582410995,284.6952590021676
miw_kp,23356,991,999,9,62,0.6930903586232146,511.580851101085,311.89593159276177
miw_kp,23381,991,999,9,62,0.6862997563497801,507.9592930743145,308.77241699814397
miw_kp,23162,991,999,9,62,0.6858558391214902,504.2140345742848,304.90153244629875
miw_kp,23643,991,999,14,62,0.700855906862437,518.9594495415581,305.95814648099264
miw_kp,23294,991,999,14,62,0.713653363980738,514.5974512811806,306.251937971655
miw_kp,23073,991,999,9,62,0.6843316337050075,502.9466410079281,303.8710555135844
miw_kp,23478,991,999,9,62,0.6855552318775436,509.1720331294027,310.04808785373
miw_kp,23725,991,999,14,62,0.6901702796691548,519.9915124593878,302.63594137864374
miw_kp,22910,951,998,1,19,0.78148046585779,504.6333063645966,284.7818238073883
miw_kp,21920,951,998,1,19,0.9883387028650773,489.7187406391578,286.8054874279493
miw_kp,23554,991,999,14,62,0.7060372411034841,520.9220964668009,301.98776032770263
miw_kp,21482,951,998,1,19,0.915913522966077,480.7030633462574,285.4366694083681
miw_kp,22875,951,998,1,19,0.7613900107364511,501.60518584658115,288.04670863758
miw_kp,21518,951,998,1,19,0.9164931520843826,481.1473480361441,284.715987189006
miw_kp,23355,991,999,14,62,0.7018183438538188,515.3609547926161,302.1459814387594
miw_kp,23013,991,999,9,62,0.6851559042565217,502.3465272645769,304.11674956367796
miw_kp,23219,991,999,9,62,0.686774434379014,505.93388202074243,306.84787871787546
miw_kp,22282,951,998,1,19,0.9976385100330851,496.775957667097,291.45038356568324
miw_kp,23277,991,999,9,62,0.6658177307856361,505.6496813560878,302.01141471729835
miw_kp,22815,991,999,9,62,0.7028610266119044,499.87169619235095,306.1798913440149
miw_kp,23554,991,999,8.431251949776385,62,0.695344279509014,513.8963592888985,308.9016228137503
miw_kp,22875,951,998,1,19,0.7964202281332458,512.169186628035,283.81776244273476
miw_kp,22439,951,998,1,19,0.8175865293771087,498.74888178994786,285.1370919510705
miw_kp,23265,991,999,14,62,0.7054686840716343,514.2325971579015,303.840622100328
miw_kp,23073,991,999,9,62,0.7352205514967344,510.42593926696514,303.6819561599899
miw_kp,22282,951,998,1,19,0.9986503422181392,497.2090218423,290.9635857785523
miw_kp,23067,991,999,9,62,0.6966294294157512,503.02277715921593,304.09785279898097
miw_kp,23554,991,999,14,62,0.8155986296376702,524.9103243804711,305.4316150907924
miw_kp,22875,951,998,1,19,0.786215607735324,505.9206054173466,283.44352112137307
miw_kp,21856,951,998,1,19,1.0087594953452255,491.6386319907436,287.7217491966201
miw_kp,22331,951,998,1,19,0.8215869472514179,497.475405940026,284.20954298202207
miw_kp,23324,991,999,14,62,0.7147211919108494,514.9723884117251,306.83474996205194
miw_kp,22282,951,998,1,19,0.9931621087146039,493.42760948087283,293.34579911624553
miw_kp,23108,951,998,1,19,0.7801118168366378,507.10142107298554,284.1004698703121
miw_kp,22282,951,998,1,19,1.0086579646027432,498.8806734899016,289.2715029099476
miw_kp,22875,951,998,1,19,0.7846270640937978,506.06737865744435,282.2638678758938
miw_kp,23356,991,999,9,62,0.6924192664178039,511.15407918570435,309.2655111319353
miw_kp,21895,951,998,1,19,0.9816521666045988,485.85913577204497,288.8877680091872
miw_kp,22875,951,998,1,19,0.7874504580445713,509.27719173994154,281.9951121407806
miw_kp,23073,991,999,9,62,0.6858525685278637,503.7893314248725,303.6513222358043
miw_kp,21867,951,998,1,19,1.00828758661165,491.59695343645785,287.64044613937335
miw_kp,24228,991,999,14,62,0.6942829078108459,526.2769685364308,306.1287967275535
miw_kp,22531,951,998,1,19,0.7871598368851106,499.8932326786734,285.36822368759124
miw_kp,22875,951,998,1,19,0.8055755910353649,508.77199231973384,281.695720205102
miw_kp,23356,991,999,9,62,0.6937362527159086,513.8706342762307,307.0034413236384
miw_kp,22875,951,998,1,19,0.784934934383252,506.89305927257504,285.78061293301647
miw_kp,22875,951,998,1,19,0.8026416023490219,510.54825779412454,282.48714085201175
miw_kp,22875,951,998,1,19,0.7624015780108921,496.93740207020915,284.8795917554034
miw_kp,21856,951,998,1,19,0.8140991814487955,485.23002630659334,291.16511959350584
miw_kp,23554,991,999,14,62,0.6982899476499125,516.2717811805337,306.2089457229414
miw_kp,23289,991,999,9,62,0.6876619770937127,506.8103877464539,308.3906073321058
miw_kp,22875,951,998,1,19,1.0350052544155726,509.0057435823488,286.83753481650757
miw_kp,23939,991,999,14,62,0.6995866728665716,522.658572648436,302.9730322992371
miw_kp,22129,951,998,1,19,1.0754354229883643,494.8709703710892,293.5090382383693
miw_kp,22156,951,998,1,19,0.9798509135875384,489.1231355820665,289.6795585499305
miw_kp,24228,991,999,14,62,0.6936971841293641,525.8013609070676,306.16424756393883
miw_kp,23073,991,999,9,62,0.6777203359969609,499.90544406222665,302.7997751763022
miw_kp,23554,991,999,14,62,0.6803414594868503,514.5114654408243,308.0735840253371
miw_kp,23356,991,999,9,62,0.7207778955388797,512.9581991551847,311.01301841710705
miw_kp,22292,951,998,1,19,0.9974485977355395,496.9067551184855,291.5171090252958
miw_kp,22875,951,998,1,19,0.7751547419892043,501.62294428900566,287.12301230362215
miw_kp,24028,991,999,9,62,0.6598688963012161,516.0445956607407,310.2089765743225
miw_kp,23366,991,999,9,68,0.6582993830108756,506.7601448916276,300.8513063119915
miw_kp,23163,951,998,1,19,1.034014324885592,512.6101082988494,290.1907453393302
miw_kp,23256,991,999,14,62,0.7173746609743012,514.1213528171334,305.03916419264874
miw_kp,22875,951,998,1,19,1.035334036319086,509.2089307987201,286.51508189584996
miw_kp,23554,991,999,18,62,0.7027507449400574,518.7318942481027,303.57931514682514
miw_kp,23266,951,998,1,19,0.7596640237272748,509.08671173522447,284.5754884886217
miw_kp,23373,991,999,9,62,0.66684672175031,506.85223402478164,302.0010847118757
miw_kp,22875,951,998,1,19,0.7810764869686746,504.0355929492596,284.92471290221357
miw_kp,22875,951,998,1,19,0.7811809688002608,504.0138897835162,284.4856610919988
miw_kp,23554,991,999,14,62,0.6992019926649727,515.3011505217306,306.7132114156015
miw_kp,23195,951,998,1,19,0.7792755171294128,508.19077851125957,286.3944814297556
